example_id                                                                  | status  | run_time        |
./spec/helpers/form_helper_spec.rb[1:1]                                     | pending | 0.00001 seconds |
./spec/helpers/organisations_helper_spec.rb[1:1]                            | pending | 0.00001 seconds |
./spec/helpers/organisations_helper_spec.rb[1:2]                            | pending | 0 seconds       |
./spec/helpers/proposed_organisation_edits_helper_spec.rb[1:1]              | pending | 0.00001 seconds |
./spec/helpers/proposed_organisation_edits_helper_spec.rb[1:2]              | pending | 0 seconds       |
./spec/helpers/services_helper_spec.rb[1:1]                                 | pending | 0.00001 seconds |
./spec/helpers/user_reports_helper_spec.rb[1:1:1]                           | passed  | 0.00149 seconds |
./spec/helpers/user_reports_helper_spec.rb[1:1:2]                           | passed  | 0.00165 seconds |
./spec/helpers/volunteer_ops_helper_spec.rb[1:1:1]                          | passed  | 0.00233 seconds |
./spec/helpers/volunteer_ops_helper_spec.rb[1:1:2]                          | passed  | 0.00189 seconds |
./spec/helpers/volunteer_ops_helper_spec.rb[1:1:3]                          | passed  | 0.00231 seconds |
./spec/integrations/base_org_spec.rb[1:1:1]                                 | passed  | 0.00672 seconds |
./spec/integrations/base_org_spec.rb[1:1:2]                                 | passed  | 0.01436 seconds |
./spec/integrations/base_org_spec.rb[1:1:3]                                 | passed  | 0.01803 seconds |
./spec/integrations/base_org_spec.rb[1:1:4]                                 | passed  | 0.04445 seconds |
./spec/integrations/base_org_spec.rb[1:1:5]                                 | passed  | 0.00694 seconds |
./spec/jobs/post_to_doit_job_spec.rb[1:1:1]                                 | passed  | 0.00587 seconds |
./spec/libs/custom_errors_spec.rb[1:1:1]                                    | passed  | 0.01566 seconds |
./spec/libs/custom_errors_spec.rb[1:2:1]                                    | passed  | 0.01476 seconds |
./spec/libs/custom_errors_spec.rb[1:2:2]                                    | passed  | 0.01532 seconds |
./spec/libs/string_spec.rb[1:1:1]                                           | passed  | 0.00508 seconds |
./spec/libs/string_spec.rb[1:1:2]                                           | passed  | 0.00176 seconds |
./spec/libs/string_spec.rb[1:1:3]                                           | passed  | 0.00151 seconds |
./spec/libs/string_spec.rb[1:2:1]                                           | passed  | 0.00137 seconds |
./spec/libs/string_spec.rb[1:2:2]                                           | passed  | 0.00137 seconds |
./spec/libs/string_spec.rb[1:2:3]                                           | passed  | 0.00154 seconds |
./spec/libs/string_spec.rb[1:3:1]                                           | passed  | 0.00194 seconds |
./spec/libs/string_spec.rb[1:3:2]                                           | passed  | 0.0015 seconds  |
./spec/libs/string_spec.rb[1:4:1]                                           | passed  | 0.00141 seconds |
./spec/libs/string_spec.rb[1:4:2]                                           | passed  | 0.00188 seconds |
./spec/libs/string_utility_spec.rb[1:1:1]                                   | passed  | 0.00156 seconds |
./spec/libs/string_utility_spec.rb[1:1:2]                                   | passed  | 0.00142 seconds |
./spec/libs/string_utility_spec.rb[1:1:3]                                   | passed  | 0.00133 seconds |
./spec/libs/string_utility_spec.rb[1:1:4]                                   | passed  | 0.00138 seconds |
./spec/mailers/admin_mailer_spec.rb[1:1:1]                                  | passed  | 0.05042 seconds |
./spec/mailers/admin_mailer_spec.rb[1:1:2]                                  | passed  | 0.01333 seconds |
./spec/mailers/admin_mailer_spec.rb[1:1:3]                                  | passed  | 0.00281 seconds |
./spec/mailers/admin_mailer_spec.rb[1:1:4]                                  | passed  | 0.00327 seconds |
./spec/mailers/admin_mailer_spec.rb[1:1:5]                                  | passed  | 0.00333 seconds |
./spec/mailers/admin_mailer_spec.rb[1:1:6]                                  | passed  | 0.00346 seconds |
./spec/mailers/admin_mailer_spec.rb[1:2:1]                                  | passed  | 0.00908 seconds |
./spec/mailers/admin_mailer_spec.rb[1:2:2]                                  | passed  | 0.00442 seconds |
./spec/mailers/admin_mailer_spec.rb[1:2:3]                                  | passed  | 0.00346 seconds |
./spec/mailers/admin_mailer_spec.rb[1:2:4]                                  | passed  | 0.00452 seconds |
./spec/mailers/admin_mailer_spec.rb[1:2:5]                                  | passed  | 0.00463 seconds |
./spec/mailers/admin_mailer_spec.rb[1:3:1]                                  | passed  | 0.00707 seconds |
./spec/mailers/admin_mailer_spec.rb[1:3:2]                                  | passed  | 0.00537 seconds |
./spec/mailers/admin_mailer_spec.rb[1:3:3]                                  | passed  | 0.01259 seconds |
./spec/mailers/admin_mailer_spec.rb[1:3:4]                                  | passed  | 0.00495 seconds |
./spec/mailers/admin_mailer_spec.rb[1:3:5]                                  | passed  | 0.00495 seconds |
./spec/mailers/admin_mailer_spec.rb[1:3:6]                                  | passed  | 0.00442 seconds |
./spec/mailers/admin_mailer_spec.rb[1:4:1]                                  | passed  | 0.00716 seconds |
./spec/mailers/admin_mailer_spec.rb[1:4:2]                                  | passed  | 0.00299 seconds |
./spec/mailers/admin_mailer_spec.rb[1:4:3]                                  | passed  | 0.00343 seconds |
./spec/mailers/admin_mailer_spec.rb[1:4:4]                                  | passed  | 0.00461 seconds |
./spec/mailers/admin_mailer_spec.rb[1:4:5]                                  | passed  | 0.00385 seconds |
./spec/mailers/admin_mailer_spec.rb[1:4:6]                                  | passed  | 0.00474 seconds |
./spec/mailers/custom_devise_mailer_spec.rb[1:1:1]                          | passed  | 0.01483 seconds |
./spec/mailers/custom_devise_mailer_spec.rb[1:1:2]                          | passed  | 0.0147 seconds  |
./spec/mailers/custom_devise_mailer_spec.rb[1:1:3]                          | passed  | 0.01495 seconds |
./spec/mailers/custom_devise_mailer_spec.rb[1:1:4]                          | passed  | 0.01535 seconds |
./spec/mailers/custom_devise_mailer_spec.rb[1:1:5]                          | passed  | 1.8 seconds     |
./spec/mailers/org_admin_mailer_spec.rb[1:1:1]                              | passed  | 0.08466 seconds |
./spec/mailers/org_admin_mailer_spec.rb[1:1:2]                              | passed  | 0.00508 seconds |
./spec/mailers/org_admin_mailer_spec.rb[1:1:3]                              | passed  | 0.00535 seconds |
./spec/mailers/org_admin_mailer_spec.rb[1:1:4]                              | passed  | 0.00669 seconds |
./spec/mailers/org_admin_mailer_spec.rb[1:1:5]                              | passed  | 0.01429 seconds |
./spec/mailers/org_admin_mailer_spec.rb[1:1:6]                              | passed  | 0.0049 seconds  |
